0.3701	0.4237	0.3370	0.4250	0.8451	0.8071	0.8511	0.8977	0.0	0.0	1.0
0.3701	0.4237	0.3370	0.4250	0.7005	0.7870	0.5495	0.4617	0.0	0.0	1.0
0.3701	0.4237	0.3370	0.4250	0.7613	0.7047	0.8191	0.8685	0.0	0.0	1.0
0.8451	0.8071	0.8511	0.8977	0.7005	0.7870	0.5495	0.4617	1.0	0.0	0.0
0.8451	0.8071	0.8511	0.8977	0.7613	0.7047	0.8191	0.8685	0.0	1.0	0.0
0.7613	0.7047	0.8191	0.8685	0.7005	0.7870	0.5495	0.4617	0.0	1.0	0.0
0.8747	0.8155	0.8088	0.8574	0.7833	0.7020	0.7157	0.6715	1.0	0.0	0.0
0.8747	0.8155	0.8088	0.8574 	0.7219	0.6608	0.6128	0.6801	1.0	0.0	0.0
0.8747	0.8155	0.8088	0.8574	0.7271	0.8024	0.6520	0.7038	1.0	0.0	0.0
0.7833	0.7020	0.7157	0.6715	0.7219	0.6608	0.6128	0.6801	0.0	1.0	0.0
0.7833	0.7020	0.7157	0.6715	0.7271	0.8024	0.6520	0.7038	1.0	0.0	0.0
0.7271	0.8024	0.6520	0.7038	0.7219	0.6608	0.6128	0.6801	0.0	0.0	1.0
0.9897	0.7257	0.9521	0.9138	0.7221	0.6649	0.3710	0.6509	1.0	0.0	0.0
0.9897	0.7257	0.9521	0.9138	0.7239	0.6141	0.6040	0.8708	1.0	0.0	0.0
0.9897	0.7257	0.9521	0.9138	0.7805	0.7319	0.7108	0.7047	1.0	0.0	0.0
0.7221	0.6649	0.3710	0.6509	0.7239	0.6141	0.6040	0.8708	0.0	1.0	0.0
0.7221	0.6649	0.3710	0.6509	0.7805	0.7319	0.7108	0.7047	0.0	0.0	1.0
0.7805	0.7319	0.7108	0.7047	0.7239	0.6141	0.6040	0.8708	0.0	1.0	0.0
0.8509	0.6511	0.7571	0.7705	0.8571	0.4159	0.6435	0.7509	1.0	0.0	0.0
0.8509	0.6511	0.7571	0.7705	0.9237	0.9252	0.9941	0.8537	0.0	0.0	1.0
0.8509	0.6511	0.7571	0.7705	0.7144	0.6441	0.6108	0.3541	1.0	0.0	0.0
0.8571	0.4159	0.6435	0.7509	0.9237	0.9252	0.9941	0.8537	0.0	0.0	1.0
0.8571	0.4159	0.6435	0.7509	0.7144	0.6441	0.6108	0.3541	1.0	0.0	0.0
0.7144	0.6441	0.6108	0.3541	0.9237	0.9252	0.9941	0.8537	0.0	0.0	1.0
0.8624	0.8139	0.8138	0.9009	0.8706	0.7638	0.7647	0.7030	1.0	0.0	0.0
0.8624	0.8139	0.8138	0.9009	0.7322	0.7846	0.5318	0.8099	0.0	1.0	0.0
0.8624	0.8139	0.8138	0.9009	0.6506	0.6815	0.7457	0.7611	1.0	0.0	0.0
0.8706	0.7638	0.7647	0.7030	0.7322	0.7846	0.5318	0.8099	1.0	0.0	0.0
0.8706	0.7638	0.7647	0.7030	0.6506	0.6815	0.7457	0.7611	1.0	0.0	0.0
0.6506	0.6815	0.7457	0.7611	0.7322	0.7846	0.5318	0.8099	1.0	0.0	0.0
0.8236	0.8050	0.7057	0.8052	0.6815	0.6607	0.5170	0.5568	1.0	0.0	0.0
0.8236	0.8050	0.7057	0.8052	0.7705	0.7637	0.5250	0.6917	1.0	0.0	0.0
0.8236	0.8050	0.7057	0.8052	0.7550	0.8448	0.4537	0.5139	1.0	0.0	0.0
0.6815	0.6607	0.5170	0.5568	0.7705	0.7637	0.5250	0.6917	0.0	0.0	1.0
0.6815	0.6607	0.5170	0.5568	0.7550	0.8448	0.4537	0.5139	1.0	0.0	0.0
0.7550	0.8448	0.4537	0.5139	0.7705	0.7637	0.5250	0.6917	0.0	1.0	0.0
